ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0015800,acidic amino acid transport,11/1296,66/18888,0.00497613068928569,0.0332183833180645,0.0240974851781389,NTRK2/ABAT/SLC1A6/PRKG1/SLC1A1/GJA1/SLC1A2/SLC38A6/SLC6A6/SLC1A3/KMO,11
BP,GO:0030199,collagen fibril organization,11/1296,66/18888,0.00497613068928569,0.0332183833180645,0.0240974851781389,P4HA1/COL27A1/COL6A1/COL1A2/ADAMTS3/DDR2/COL1A1/COL5A2/FMOD/COL3A1/LOX,11
BP,GO:0034332,adherens junction organization,10/1296,57/18888,0.00499749243831231,0.0332804025420943,0.0241424755474025,DSP/MTSS1/PLEC/BMP6/PLEKHA7/VEGFA/ZNF703/CDH13/CDH11/CDH3,10
BP,GO:0070542,response to fatty acid,10/1296,57/18888,0.00499749243831231,0.0332804025420943,0.0241424755474025,PID1/CLDN1/SCD/TBXAS1/ASS1/PLCB1/CPS1/CAT/EDN1/LDLR,10
BP,GO:0008361,regulation of cell size,23/1296,188/18888,0.00500470512544785,0.0332882316787931,0.0241481550081923,SEMA4C/SEMA3D/LRRC8A/RAP1GAP2/KIAA0319/AQP1/TNR/BMPR2/FN1/VAV1/KEL/SEMA6A/COL6A1/NRCAM/L1CAM/SEMA6D/PRKD1/VEGFA/PLEK/CDKL5/SPP1/EDN1/SEMA5A,23
BP,GO:0009154,purine ribonucleotide catabolic process,18/1296,135/18888,0.00505105310609167,0.0335560323216741,0.0243424246076707,LDHA/HK2/PDE7B/GALK1/PKM/PDE5A/ALDOA/GAPDH/IGF1/PFKP/SLC4A4/COL6A1/DDIT4/PNP/VNN1/ZBTB20/XDH/NT5E,18
BP,GO:0001953,negative regulation of cell-matrix adhesion,8/1296,40/18888,0.00514040614722462,0.0339858507143843,0.0246542261257775,BCL6/PIK3R1/POSTN/SERPINE1/MMP14/ACER2/CASK/ACVRL1,8
BP,GO:0009595,detection of biotic stimulus,8/1296,40/18888,0.00514040614722462,0.0339858507143843,0.0246542261257775,SCARB1/SRPX/DACH1/FAP/TLR4/TLR1/LY96/NAIP,8
BP,GO:0045429,positive regulation of nitric oxide biosynthetic process,8/1296,40/18888,0.00514040614722462,0.0339858507143843,0.0246542261257775,PIK3CB/PKD2/KLF4/ASS1/TLR4/MIR181A2/MIR181B1/EDN1,8
BP,GO:0048246,macrophage chemotaxis,8/1296,40/18888,0.00514040614722462,0.0339858507143843,0.0246542261257775,MIF/SLAMF1/MTUS1/C5/CSF1/C3AR1/CMKLR1/CCL2,8
BP,GO:0033032,regulation of myeloid cell apoptotic process,7/1296,32/18888,0.00519295713802556,0.0341107395612549,0.0247448237658722,PIK3CB/HCAR2/MIF/KITLG/ST6GAL1/MEF2C/SNAI2,7
BP,GO:0034505,tooth mineralization,7/1296,32/18888,0.00519295713802556,0.0341107395612549,0.0247448237658722,ITGB6/ODAPH/CNNM4/ANKH/COL1A1/FAM20A/WLS,7
BP,GO:0048679,regulation of axon regeneration,7/1296,32/18888,0.00519295713802556,0.0341107395612549,0.0247448237658722,KIAA0319/KLF4/TNR/STK24/INPP5F/MIR221/SPP1,7
BP,GO:0061037,negative regulation of cartilage development,7/1296,32/18888,0.00519295713802556,0.0341107395612549,0.0247448237658722,LEP/NOG/RFLNB/FRZB/BMP4/SNAI2/RARB,7
BP,GO:0061384,heart trabecula morphogenesis,7/1296,32/18888,0.00519295713802556,0.0341107395612549,0.0247448237658722,ENG/NOG/FHL2/EGLN1/HEY1/BMP5/HEG1,7
BP,GO:0010952,positive regulation of peptidase activity,21/1296,167/18888,0.00519641299083317,0.0341107395612549,0.0247448237658722,PRSS22/EGLN3/BAD/EFNA1/LYN/PMAIP1/GPER1/NLRP2/ACER2/VSIR/TNFSF10/AIFM1/UACA/CR1/CASP1/XDH/S100A8/LAPTM5/CTSV/CTSH/F2R,21
BP,GO:2001234,negative regulation of apoptotic signaling pathway,28/1296,244/18888,0.00522269597573822,0.0342256326522321,0.0248281702228742,PIK3CB/NOG/GCLM/IGF1/MIF/CSNK2A2/SERPINE1/BMP5/GRINA/ZMYND11/FGF10/NFE2L2/SLC25A5/SH3RF1/HMOX1/CX3CR1/BMP4/HYOU1/SLC35F6/FXN/TCF7L2/HERPUD1/MIR221/SNAI2/WFS1/TAF9B/MUC1/FGG,28
BP,GO:0090596,sensory organ morphogenesis,31/1296,278/18888,0.00522632983191503,0.0342256326522321,0.0248281702228742,RDH13/NTRK2/NOG/SOD1/FBN2/LRIG3/MFAP5/AQP1/GRHL3/FRZB/FGF10/CITED2/WNT2/GATA3/INSIG1/BCAR3/BMP4/PROM1/DLX5/SLC1A1/MEIS1/VEGFA/COL5A2/RARB/NOTCH2/PRRX1/ATP8A2/FGF9/RORB/NDP/EDN1,31
BP,GO:0060395,SMAD protein signal transduction,14/1296,95/18888,0.00523591516607162,0.0342477298051233,0.0248442000762592,INHBA/ENG/NOG/KIAA0319/BMP5/PMEPA1/BMPR2/BMP6/BMP4/TGFBR2/ACVRL1/TWSG1/TGFB1/PARP1,14
BP,GO:0015908,fatty acid transport,16/1296,115/18888,0.00525998590196568,0.0343644102647378,0.0249288431372781,LEP/SLCO2A1/PLIN2/ABCD3/SLCO2B1/SPX/SLC2A1/MIF/SLCO4A1/SLC27A2/FABP4/PTGES/RBP7/PLA2G10/NMUR2/EDN1,16
BP,GO:0061008,hepaticobiliary system development,19/1296,146/18888,0.00527371442894163,0.0344133270546558,0.0249643286577119,PKD2/ERRFI1/CSNK2A2/ELK1/NPC1/FRZB/CLDN1/CITED2/CCND1/VTN/PTPN3/CEBPA/SULF2/ASS1/NOTCH2/RGN/CPS1/E2F8/ALDH1A2,19
BP,GO:0006644,phospholipid metabolic process,40/1296,383/18888,0.0053084189596208,0.0345988441410746,0.0250989076105002,OCRL/PIK3CB/HEXB/IPMK/GDPD3/MTMR10/SCARB1/PIK3R1/PISD/PLPP3/PLCE1/BMX/PIKFYVE/PLBD1/PIK3CG/MTMR4/ABHD3/ENPP2/PIP4P2/CHKA/PIGX/PIP5K1B/LGALS13/AGPAT5/INPP5F/MTMR6/GPCPD1/PRDX6/PLA2G10/TMEM38B/PGAP3/PLEK/PLCB1/GPAT3/IDH1/PLPPR4/MTMR8/LIPG/PIK3C2B/LDLR,40
BP,GO:0071248,cellular response to metal ion,24/1296,200/18888,0.0053618332428712,0.0349057243225405,0.0253215265306786,HSD17B1/PKD2/MAPK8/ANK3/CYBB/ADCY7/AQP1/NFE2L2/CLDN1/BMP6/HMOX1/JUNB/MEF2C/NFATC2/FABP4/SLC1A1/CEBPA/MT1F/LIG4/SLC11A1/AOC1/MT1X/PARP1/EDN1,24
BP,GO:0035924,cellular response to vascular endothelial growth factor stimulus,12/1296,76/18888,0.00538127610505854,0.0349909863718076,0.0253833778540497,FLT1/PIK3CB/ADGRA2/VEGFC/SEMA6A/ADAMTS3/PRKD1/VEGFA/XDH/NRP2/PDGFRA/VCAM1,12
BP,GO:0031346,positive regulation of cell projection organization,38/1296,360/18888,0.00544636679876785,0.0353725165234463,0.0256601498175164,NTRK2/PIK3R1/NEDD9/NEURL1/ZMYND8/EPS8L1/RAB8B/KIT/PLCE1/BMP5/SLIT2/LYN/TRAK1/STK24/BMPR2/NFE2L2/ENPP2/FN1/PTPRD/PARP6/NIN/DDR1/CAPRIN2/L1CAM/DDR2/MIR221/PRKD1/EPHA3/VEGFA/DPYSL3/CCR7/SERPINI1/SKIL/P2RY12/ATP8A2/LRP8/CDKL5/SEMA5A,38
BP,GO:0014037,Schwann cell differentiation,9/1296,49/18888,0.00555727441723236,0.0360503660430815,0.0261518796105052,NDRG1/NTRK2/SOD1/LAMA2/PLEC/SH3TC2/LAMB2/COL6A1/NCMAP,9
BP,GO:0030509,BMP signaling pathway,21/1296,168/18888,0.00556586759862378,0.0360636826543026,0.0261615398290189,FSTL3/ENG/NOG/HTRA1/SFRP1/GREM2/FKBP8/NFIA/BMP5/BMPR2/BMP6/BMP4/DLX5/GPR155/NOTCH2/ACVRL1/TWSG1/BAMBI/LEF1/SKIL/CHRDL1,21
BP,GO:0072132,mesenchyme morphogenesis,10/1296,58/18888,0.00567595085693123,0.0367040466732286,0.0266260766581274,ENG/NOG/HEY1/BMP5/TGFBR2/SNAI2/ACVRL1/LEF1/ACTA2/ACTG2,10
BP,GO:1904019,epithelial cell apoptotic process,19/1296,147/18888,0.00567801084734567,0.0367040466732286,0.0266260766581274,CAST/DNMT3A/SERPINE1/NPC1/PIK3CG/BMPR2/NFE2L2/GATA3/GPER1/HMOX1/TCF7L2/TGFBR2/ANGPT1/WFS1/CCL2/FGG/LEF1/TGFB1/SEMA5A,19
BP,GO:0002285,lymphocyte activation involved in immune response,25/1296,212/18888,0.00569039511783555,0.0367410288989991,0.0266529045331876,BCL6/CD28/ASCL2/LCP1/NCKAP1L/MAD2L2/GATA3/JUNB/LIG4/CORO1A/PDP2/CLEC4D/BCL3/CD180/SLC11A1/AICDA/STAT4/NOTCH2/CR1/TLR4/FCER1G/LEF1/TGFB1/FGL2/GPR183,25
BP,GO:0050728,negative regulation of inflammatory response,24/1296,201/18888,0.00570447196130862,0.0367888402276675,0.0266875881230813,SOD1/GPR17/IGF1/CD200R1/LYN/KLF4/GATA3/TYRO3/GPER1/ELF4/FURIN/NR1D2/MIR223/MIR221/PTGIS/PLA2G10/HCK/TRIM45/NT5E/AOAH/MIR181A2/MIR181B1/IL33/LDLR,24
BP,GO:0003073,regulation of systemic arterial blood pressure,14/1296,96/18888,0.00575300880046791,0.0370585169693692,0.0268832186937753,HSD11B2/SPX/POSTN/CRH/KL/ARHGAP42/BMPR2/CTSZ/AGTR1/PCSK5/ADRB3/TPM1/EDN1/F2R,14
BP,GO:0050808,synapse organization,49/1296,493/18888,0.00578428789550795,0.037216526786267,0.0269978431528959,TPBG/NTRK2/CAST/CNTN5/NEDD9/NEURL1/CAP2/ZMYND8/ANK3/EGLN1/LRRN3/LGI2/NFIA/EFNA1/IL1RAP/LAMB2/APBB2/TNR/RHOB/FILIP1/PDZRN3/LRRTM2/PTPRD/CX3CR1/SRGAP2/EPHB3/FLRT3/CAPRIN2/GABRA3/SHANK2/SRPX2/FARP1/MEF2C/NRCAM/SIPA1L1/L1CAM/SLC1A1/ADGRL3/GABRA4/GAP43/CNTN6/GABRE/CNTN4/NRP2/LRP8/CDKL5/PTPN13/F2R/CHRDL1,49
BP,GO:0098754,detoxification,20/1296,158/18888,0.00584189553890228,0.0375433706311273,0.0272349442373067,SOD1/ABCG2/GPX3/TXNRD1/NFE2L2/GSTK1/CP/SRXN1/PTGES/MT1F/PRDX6/NNT/SLC11A1/GSR/ABCB1/MT1X/FBLN5/CAT/GPX7/GSTM3,20
BP,GO:0008211,glucocorticoid metabolic process,6/1296,25/18888,0.00589241945653542,0.0376486684627304,0.0273113300418791,HSD11B2/CRH/BMP5/ATP1A1/CYP11A1/CBR1,6
BP,GO:0009110,vitamin biosynthetic process,6/1296,25/18888,0.00589241945653542,0.0376486684627304,0.0273113300418791,RFK/SLC19A3/TPK1/PLTP/SNAI2/RGN,6
BP,GO:0031954,positive regulation of protein autophosphorylation,6/1296,25/18888,0.00589241945653542,0.0376486684627304,0.0273113300418791,CALM1/TOM1L1/VEGFC/PDGFC/VEGFA/PDGFD,6
BP,GO:0071676,negative regulation of mononuclear cell migration,6/1296,25/18888,0.00589241945653542,0.0376486684627304,0.0273113300418791,DUSP1/CD200R1/BMP5/SLIT2/PLCB1/CCL2,6
BP,GO:1905063,regulation of vascular associated smooth muscle cell differentiation,6/1296,25/18888,0.00589241945653542,0.0376486684627304,0.0273113300418791,ENG/KIT/GPER1/NFATC2/MIR221/FGF9,6
BP,GO:0048639,positive regulation of developmental growth,21/1296,169/18888,0.00595668490138151,0.0380152321136778,0.0275772449138033,LEP/SLC23A2/IGF1/BMPR2/BASP1/FN1/WNT2/NEDD4L/CSF1/MEF2C/L1CAM/VEGFA/TBX5/PLCB1/AKAP6/ATP8A2/FGF9/CDKL5/EDN1/SEMA5A/GHR,21
BP,GO:0045454,cell redox homeostasis,8/1296,41/18888,0.00601050796525265,0.0381713384595247,0.0276904885451757,ERO1A/TXNRD1/NFE2L2/ERP44/PRDX6/NNT/SLC11A1/GSR,8
BP,GO:0060421,positive regulation of heart growth,8/1296,41/18888,0.00601050796525265,0.0381713384595247,0.0276904885451757,IGF1/BASP1/WNT2/MEF2C/TBX5/AKAP6/FGF9/EDN1,8
BP,GO:0071402,cellular response to lipoprotein particle stimulus,8/1296,41/18888,0.00601050796525265,0.0381713384595247,0.0276904885451757,NPC1/CD9/CDH13/ABCA1/TLR4/FCER1G/TGFB1/LDLR,8
BP,GO:1904407,positive regulation of nitric oxide metabolic process,8/1296,41/18888,0.00601050796525265,0.0381713384595247,0.0276904885451757,PIK3CB/PKD2/KLF4/ASS1/TLR4/MIR181A2/MIR181B1/EDN1,8
BP,GO:0071772,response to BMP,22/1296,180/18888,0.00602847226084703,0.0381713384595247,0.0276904885451757,FSTL3/ENG/NOG/HTRA1/SFRP1/GREM2/FKBP8/NFIA/BMP5/BMPR2/GATA3/BMP6/BMP4/DLX5/GPR155/NOTCH2/ACVRL1/TWSG1/BAMBI/LEF1/SKIL/CHRDL1,22
BP,GO:0071773,cellular response to BMP stimulus,22/1296,180/18888,0.00602847226084703,0.0381713384595247,0.0276904885451757,FSTL3/ENG/NOG/HTRA1/SFRP1/GREM2/FKBP8/NFIA/BMP5/BMPR2/GATA3/BMP6/BMP4/DLX5/GPR155/NOTCH2/ACVRL1/TWSG1/BAMBI/LEF1/SKIL/CHRDL1,22
BP,GO:0009100,glycoprotein metabolic process,40/1296,386/18888,0.00604639350699621,0.0381713384595247,0.0276904885451757,LEP/HEXB/TET3/GALNT2/ST8SIA6/MGAT3/B3GNT2/GALNT3/B3GLCT/IGF1/FUT11/EDEM2/NPC1/TRAK1/MAN1C1/BMPR2/ST3GAL4/POMGNT1/ERP44/MGAT5/GALNT11/ST6GAL1/ACER2/TCF7L2/GALNT18/DERL3/B4GALT6/GCNT4/GFPT2/CHST11/CCR7/SULF2/PLCB1/UST/CYTL1/HS6ST2/NCCRP1/GCNT1/MIR181B1/IL33,40
BP,GO:0009132,nucleoside diphosphate metabolic process,17/1296,127/18888,0.00607735051063719,0.0381713384595247,0.0276904885451757,LDHA/HK2/GALK1/PKM/AK4/ALDOA/GAPDH/IGF1/BAD/PFKP/SLC4A4/COL6A1/MPP1/DDIT4/CASK/ZBTB20/NT5E,17
BP,GO:0010715,regulation of extracellular matrix disassembly,5/1296,18/18888,0.00608498485780237,0.0381713384595247,0.0276904885451757,PDPN/DDR1/DDR2/FAP/TGFB1,5
BP,GO:0015693,magnesium ion transport,5/1296,18/18888,0.00608498485780237,0.0381713384595247,0.0276904885451757,CLDN16/MRS2/CNNM4/NIPAL3/NIPAL1,5
BP,GO:0019184,nonribosomal peptide biosynthetic process,5/1296,18/18888,0.00608498485780237,0.0381713384595247,0.0276904885451757,GCLM/NFE2L2/SLC1A1/SLC1A2/BDH2,5
BP,GO:0043117,positive regulation of vascular permeability,5/1296,18/18888,0.00608498485780237,0.0381713384595247,0.0276904885451757,BMP6/VEGFA/ANGPT1/PDE3A/TGFB1,5
BP,GO:0044070,regulation of monoatomic anion transport,5/1296,18/18888,0.00608498485780237,0.0381713384595247,0.0276904885451757,TCAF1/GABRE/ABCB1/CA2/STC1,5
BP,GO:0046579,positive regulation of Ras protein signal transduction,5/1296,18/18888,0.00608498485780237,0.0381713384595247,0.0276904885451757,IGF1/FGF10/KITLG/CSF1/NOTCH2,5
BP,GO:1903236,regulation of leukocyte tethering or rolling,5/1296,18/18888,0.00608498485780237,0.0381713384595247,0.0276904885451757,SELE/ST3GAL4/CCL28/GCNT1/SELP,5
BP,GO:0042326,negative regulation of phosphorylation,34/1296,316/18888,0.00619713048271157,0.038593244485229,0.0279965502250482,INHA/INHBA/CALM1/DUSP1/ERRFI1/PLPP3/SFRP1/KLHL31/ENPP1/FKBP8/SLIT2/SPRED1/LYN/EPHA1/PID1/KIRREL1/MIR218-1/C9orf72/UBASH3B/INPP5F/GPRC5A/SLC8A1/NNT/ANGPT1/ARRB2/SPINK1/SPRY4/RGN/MYOCD/XDH/TGFB1/PTPN13/HEG1/ADARB1,34
BP,GO:0002063,chondrocyte development,7/1296,33/18888,0.00620823501240445,0.038593244485229,0.0279965502250482,RFLNB/COL27A1/ECM1/BMPR2/TGFBR2/CHST11/SULF2,7
BP,GO:0034368,protein-lipid complex remodeling,7/1296,33/18888,0.00620823501240445,0.038593244485229,0.0279965502250482,SCARB1/FURIN/PLA2G10/PLTP/AGTR1/PCSK5/LIPG,7
BP,GO:0034369,plasma lipoprotein particle remodeling,7/1296,33/18888,0.00620823501240445,0.038593244485229,0.0279965502250482,SCARB1/FURIN/PLA2G10/PLTP/AGTR1/PCSK5/LIPG,7
BP,GO:0045671,negative regulation of osteoclast differentiation,7/1296,33/18888,0.00620823501240445,0.038593244485229,0.0279965502250482,FSTL3/PIK3R1/SFRP1/UBASH3B/LTF/TMEM178A/TLR4,7
BP,GO:0048799,animal organ maturation,7/1296,33/18888,0.00620823501240445,0.038593244485229,0.0279965502250482,LEP/RFLNB/IGF1/GATA3/LTF/SNX10/ALDH1A2,7
BP,GO:0060351,cartilage development involved in endochondral bone morphogenesis,7/1296,33/18888,0.00620823501240445,0.038593244485229,0.0279965502250482,COL27A1/FOSL2/TGFBR2/COL1A1/RARB/STC1/GHR,7
BP,GO:0061436,establishment of skin barrier,7/1296,33/18888,0.00620823501240445,0.038593244485229,0.0279965502250482,GRHL1/PLEC/TMPRSS11F/KLF4/GRHL3/CLDN1/ABCA12,7
BP,GO:0071300,cellular response to retinoic acid,11/1296,68/18888,0.0062693454527479,0.0389292464261846,0.0282402948321977,LEP/AQP1/LYN/KLF4/WNT2/EPHA3/COL1A1/ABCA1/FZD10/RORB/ALDH1A2,11
BP,GO:0002275,myeloid cell activation involved in immune response,14/1296,97/18888,0.00631029138910778,0.0391394226316539,0.0283927621557155,PRKCE/SLAMF1/KIT/LYN/PIK3CG/MILR1/CLNK/CX3CR1/SCN11A/DOCK2/CD84/FCER1G/CD177/IL33,14
BP,GO:0006693,prostaglandin metabolic process,9/1296,50/18888,0.00637398411681444,0.0393573890482808,0.0285508807024163,MIF/HPGDS/PTGES/TBXAS1/PTGIS/PLA2G10/CBR1/HPGD/EDN1,9
BP,GO:0032924,activin receptor signaling pathway,9/1296,50/18888,0.00637398411681444,0.0393573890482808,0.0285508807024163,FSTL3/INHBA/NOG/BMPR2/FGF10/CITED2/TGFBR2/ACVRL1/FGF9,9
BP,GO:0071827,plasma lipoprotein particle organization,9/1296,50/18888,0.00637398411681444,0.0393573890482808,0.0285508807024163,SCARB1/FURIN/PLA2G10/PLTP/PRKACB/AGTR1/ABCA1/PCSK5/LIPG,9
BP,GO:0140374,antiviral innate immune response,9/1296,50/18888,0.00637398411681444,0.0393573890482808,0.0285508807024163,USP18/DUS2/IFIT1/MX1/OAS1/IFIT3/MORC3/IFIT2/IFIH1,9
BP,GO:0038066,p38MAPK cascade,10/1296,59/18888,0.00642417798123623,0.0395332263551377,0.0286784376896175,SASH1/LEP/DUSP1/OPRK1/RELL1/BMP4/VEGFA/XDH/MIR181A2/MIR181B1,10
BP,GO:0043616,keratinocyte proliferation,10/1296,59/18888,0.00642417798123623,0.0395332263551377,0.0286784376896175,FGF10/VDR/PRKD1/FGF7/SNAI2/CASK/CDH13/NOTCH2/HAS2/CDH3,10
BP,GO:0060135,maternal process involved in female pregnancy,10/1296,59/18888,0.00642417798123623,0.0395332263551377,0.0286784376896175,ADCY7/BMPR2/CITED2/STC2/JUNB/VDR/PARP1/STC1/SPP1/NDP,10
BP,GO:0046631,alpha-beta T cell activation,22/1296,181/18888,0.00643113965189673,0.0395332263551377,0.0286784376896175,BCL6/CD28/ASCL2/EBI3/NCKAP1L/GATA3/SH3RF1/FOSL2/ELF4/JUNB/VSIR/TGFBR2/DOCK2/PDP2/BCL3/STAT4/PNP/TWSG1/IL2RG/LEF1/GPR183/ARG2,22
BP,GO:0072523,purine-containing compound catabolic process,19/1296,149/18888,0.00656278390532576,0.0402975394810315,0.0292328904468853,LDHA/HK2/PDE7B/GALK1/PKM/PDE5A/ALDOA/GAPDH/IGF1/PFKP/SLC4A4/COL6A1/DPYD/DDIT4/PNP/VNN1/ZBTB20/XDH/NT5E,19
BP,GO:0015833,peptide transport,30/1296,271/18888,0.00657612238260791,0.0403345259373749,0.0292597213909139,LEP/SLC16A10/ABAT/DISP1/LRRC8A/SFRP1/RAB8B/PRKCE/CRH/BAD/SLC16A1/AQP1/ITPR1/ABCA12/GPER1/VSNL1/TCF7L2/RFX6/PRKD1/GJA1/NNAT/SPINK1/ABCA1/PLCB1/FGG/S100A8/CA2/SLC26A6/SLC15A1/EDN1,30
BP,GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation",12/1296,78/18888,0.00664505786992863,0.0407120545497627,0.0295335905330161,BCL6/CD28/ASCL2/NCKAP1L/GATA3/SH3RF1/JUNB/VSIR/TGFBR2/TWSG1/IL2RG/ARG2,12
BP,GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,20/1296,160/18888,0.00671078393396917,0.0410691038977869,0.0297926034804403,EGLN3/BAD/AQP1/CARD16/KLF4/PMAIP1/GPER1/SH3RF1/NLRP2/ACER2/TNFSF10/AIFM1/VEGFA/UACA/CASP1/XDH/NAIP/S100A8/LAPTM5/F2R,20
BP,GO:1901264,carbohydrate derivative transport,13/1296,88/18888,0.00684584902057454,0.0418492366956186,0.0303585322420157,SCARB1/LRRC8A/SLC28A1/SLC25A5/SLC37A1/SLC35A3/G6PC3/PLA2G10/ANKH/PLTP/CR1/SLC35D1/SLC28A2,13
BP,GO:1901890,positive regulation of cell junction assembly,15/1296,108/18888,0.0068692907070285,0.0419460342841142,0.0304287517476345,TPBG/NTRK2/SFRP1/LRRN3/IL1RAP/CLDN1/LRRTM2/PTPRD/EPHB3/FLRT3/SRPX2/SDC4/VEGFA/TBX5/ACVRL1,15
BP,GO:0014044,Schwann cell development,8/1296,42/18888,0.00698804352362349,0.0420842627586758,0.0305290263029929,NDRG1/NTRK2/SOD1/PLEC/SH3TC2/LAMB2/COL6A1/NCMAP,8
BP,GO:0042092,type 2 immune response,8/1296,42/18888,0.00698804352362349,0.0420842627586758,0.0305290263029929,BCL6/ECM1/ASCL2/IDO1/GATA3/BCL3/IL33/ARG2,8
BP,GO:0010944,negative regulation of transcription by competitive promoter binding,4/1296,12/18888,0.00699114702338538,0.0420842627586758,0.0305290263029929,BHLHE41/MAD2L2/DACH1/MUC1,4
BP,GO:0014831,gastro-intestinal system smooth muscle contraction,4/1296,12/18888,0.00699114702338538,0.0420842627586758,0.0305290263029929,SPX/KIT/SCN11A/SULF2,4
BP,GO:0019471,4-hydroxyproline metabolic process,4/1296,12/18888,0.00699114702338538,0.0420842627586758,0.0305290263029929,P4HA1/EGLN3/EGLN1/ALDH4A1,4
BP,GO:0033629,negative regulation of cell adhesion mediated by integrin,4/1296,12/18888,0.00699114702338538,0.0420842627586758,0.0305290263029929,SERPINE1/ACER2/SNAI2/MUC1,4
BP,GO:0040015,negative regulation of multicellular organism growth,4/1296,12/18888,0.00699114702338538,0.0420842627586758,0.0305290263029929,PLAC8/STC2/FXN/ADRB3,4
BP,GO:0042045,epithelial fluid transport,4/1296,12/18888,0.00699114702338538,0.0420842627586758,0.0305290263029929,AQP1/ITPR1/SLC26A6/EDN1,4
BP,GO:0042364,water-soluble vitamin biosynthetic process,4/1296,12/18888,0.00699114702338538,0.0420842627586758,0.0305290263029929,RFK/SLC19A3/TPK1/RGN,4
BP,GO:0051549,positive regulation of keratinocyte migration,4/1296,12/18888,0.00699114702338538,0.0420842627586758,0.0305290263029929,ADAM9/FGF10/FGF7/HAS2,4
BP,GO:0070561,vitamin D receptor signaling pathway,4/1296,12/18888,0.00699114702338538,0.0420842627586758,0.0305290263029929,TRIM24/VDR/SNAI2/CYP24A1,4
BP,GO:0070672,response to interleukin-15,4/1296,12/18888,0.00699114702338538,0.0420842627586758,0.0305290263029929,CD4/IL2RB/PLCB1/IL2RG,4
BP,GO:2001046,positive regulation of integrin-mediated signaling pathway,4/1296,12/18888,0.00699114702338538,0.0420842627586758,0.0305290263029929,LAMA2/LAMC1/LAMB2/LAMB1,4
BP,GO:0050868,negative regulation of T cell activation,17/1296,129/18888,0.00710059006477522,0.0426964597788119,0.0309731300535451,BCL6/PDE5A/VTCN1/ASCL2/IDO1/BMP4/LRRC32/VSIR/SDC4/VSIG4/PDCD1LG2/CR1/TWSG1/PELI1/LAPTM5/FGL2/ARG2,17
BP,GO:0001911,negative regulation of leukocyte mediated cytotoxicity,6/1296,26/18888,0.00722345302472736,0.0428742155151693,0.0311020787197456,KLRD1/SERPINB9/NCKAP1L/CX3CR1/ARRB2/TGFB1,6
BP,GO:0003181,atrioventricular valve morphogenesis,6/1296,26/18888,0.00722345302472736,0.0428742155151693,0.0311020787197456,HEY1/EFNA1/BMPR2/TGFBR2/TBX5/SLIT3,6
BP,GO:0014829,vascular associated smooth muscle contraction,6/1296,26/18888,0.00722345302472736,0.0428742155151693,0.0311020787197456,ARHGAP42/DOCK5/SLC8A1/ATP2B1/ACTA2/EDN1,6
BP,GO:0032958,inositol phosphate biosynthetic process,6/1296,26/18888,0.00722345302472736,0.0428742155151693,0.0311020787197456,IPMK/PRKG1/P2RY1/GPER1/PPIP5K2/PLEK,6
BP,GO:0032967,positive regulation of collagen biosynthetic process,6/1296,26/18888,0.00722345302472736,0.0428742155151693,0.0311020787197456,INHBA/ENG/BMP4/DDR2/TGFB1/F2R,6
BP,GO:0045649,regulation of macrophage differentiation,6/1296,26/18888,0.00722345302472736,0.0428742155151693,0.0311020787197456,INHA/INHBA/PRKCA/CSF1/MIR223/TGFB1,6
BP,GO:0060065,uterus development,6/1296,26/18888,0.00722345302472736,0.0428742155151693,0.0311020787197456,ERRFI1/GREB1L/CITED2/GATA3/COL6A1/MYOCD,6
BP,GO:0060343,trabecula formation,6/1296,26/18888,0.00722345302472736,0.0428742155151693,0.0311020787197456,FBN2/FHL2/SFRP1/EGLN1/HEY1/COL1A1,6
BP,GO:0072010,glomerular epithelium development,6/1296,26/18888,0.00722345302472736,0.0428742155151693,0.0311020787197456,LAMB2/BASP1/PROM1/PODXL/NOTCH2/EDN1,6
BP,GO:1903020,positive regulation of glycoprotein metabolic process,6/1296,26/18888,0.00722345302472736,0.0428742155151693,0.0311020787197456,IGF1/TCF7L2/CCR7/PLCB1/MIR181B1/IL33,6
BP,GO:0001933,negative regulation of protein phosphorylation,32/1296,296/18888,0.00724081134676271,0.0428742155151693,0.0311020787197456,CALM1/DUSP1/ERRFI1/PLPP3/SFRP1/KLHL31/ENPP1/FKBP8/SLIT2/SPRED1/LYN/EPHA1/PID1/KIRREL1/MIR218-1/C9orf72/UBASH3B/INPP5F/GPRC5A/SLC8A1/NNT/ANGPT1/ARRB2/SPINK1/SPRY4/RGN/MYOCD/XDH/TGFB1/PTPN13/HEG1/ADARB1,32
BP,GO:0014009,glial cell proliferation,10/1296,60/18888,0.00724678434170072,0.0428742155151693,0.0311020787197456,ASCL2/CYSLTR1/NFIA/LYN/VEGFC/CSF1/MIR221/PLAG1/IL33/NDP,10
BP,GO:0043030,regulation of macrophage activation,10/1296,60/18888,0.00724678434170072,0.0428742155151693,0.0311020787197456,MIF/CTSC/CEBPA/VSIG4/PLA2G10/CD84/TLR4/MMP8/IL33/LDLR,10
